episode,reward
681,911.6999999999849
682,-58.33333333333399
683,829.5302013422644
684,682.8571428571307
685,613.8047138046979
686,833.579335793346
687,785.9060402684394
688,875.4385964912101
689,831.0344827586018
690,850.5300353356731
691,852.941176470569
692,896.6101694915104
693,706.0606060605877
694,926.3999999999885
695,715.1815181518036
696,857.0312499999849
697,829.9610894941502
698,878.8732394366007
699,814.1104294478416
700,741.0596026489961
701,845.945945945927
702,741.2256267409352
703,870.1986754966781
704,920.6999999999881
705,841.4062499999851
706,846.1279461279285
707,926.9999999999912
708,868.3098591549109
709,804.7619047618939
710,877.186311787052
711,918.2999999999929
712,812.751677852332
713,919.999999999994
714,846.4882943143622
715,871.1191335739975
716,872.2222222222026
717,835.9430604982068
718,888.3720930232455
719,881.4814814814652
720,679.9442896935809
721,927.9999999999892
722,862.711864406765
723,871.830985915474
724,837.4999999999808
725,825.2669039145768
726,869.072164948435
727,835.7798165137428
728,580.9651474530729
729,882.2064056939363
730,843.4523809523688
731,417.1339563862794
732,833.3333333333155
733,875.8620689655
734,927.0999999999946
735,910.8999999999903
736,812.2137404580038
737,858.18815331009
738,864.9805447470685
739,849.5268138801133
740,823.0769230769076
741,799.6415770609177
742,869.4915254237138
743,795.2380952380787
744,840.4761904761785
745,759.0604026845475
746,794.9044585987064
747,818.5667752442805
748,724.0740740740581
749,843.3962264150748
750,832.1533923303757
751,858.1881533100897
752,893.1740614334277
753,867.6375404530586
754,928.9999999999878
755,934.9999999999964
756,748.7654320987494
757,870.8029197080108
758,829.8245614034938
759,884.9624060150187
760,929.1999999999916
761,922.9999999999952
762,889.0909090908917
763,869.6969696969525
764,889.010989010977
765,846.9964664310804
766,822.0338983050699
767,885.2941176470393
768,836.0269360269184
769,716.5137614678732
770,927.9999999999898
771,893.2203389830357
772,811.3475177304832
773,827.1523178807838
774,874.3589743589586
775,845.1612903225705
776,852.0295202951913
777,824.0924092409133
778,903.0999999999805
779,801.0600706713622
780,754.8387096774085
781,880.988593155873
782,892.2480620154942
783,869.3877551020304
784,857.2368421052474
785,869.491525423714
786,796.6666666666548
787,841.1764705882152
788,664.890282131645
789,768.1672025723317
790,901.9999999999853
791,907.0999999999893
792,931.8999999999893
793,893.421052631563
794,860.9929078014053
795,925.1999999999971
796,824.1877256317587
797,-19.614147909968455
798,-20.634920634921226
799,792.0634920634751
800,872.6562499999848
801,875.2321981424041
802,752.9411764705696
803,837.6947040498245
804,929.4999999999951
805,577.9661016949008
806,829.2035398230008
807,889.2857142856967
808,921.3999999999863
809,836.6197183098408
810,659.0759075907472
811,889.8305084745613
812,820.79207920791
813,810.2564102563952
814,855.0561797752681
815,847.5409836065434
816,889.2086330935069
817,860.2888086642502
818,878.9473684210346
819,858.3333333333144
820,835.3846153846048
821,788.1789137380066
822,830.3030303030114
823,829.3680297397623
824,889.7260273972414
825,756.6308243727447
826,933.0999999999942
827,862.5850340135951
828,823.9436619718145
829,721.7821782178105
830,867.2131147540845
831,880.2631578947211
832,884.5559845559652
833,786.1209964412673
834,923.9999999999883
835,867.8571428571255
836,875.7785467127925
837,889.3992932862027
838,819.87179487178
839,721.3166144200451
840,827.2727272727105
841,844.615384615374
842,759.7785977859658
843,863.5036496350184
844,925.7999999999938
845,865.6357388315967
846,48.03625377643449
847,933.2999999999963
848,845.3376205787628
849,925.1999999999867
850,896.2406015037407
851,872.9729729729537
852,881.949458483745
853,929.199999999989
854,753.2110091742949
855,840.624999999986
856,830.0699300699142
857,862.8482972136113
858,862.3287671232697
859,788.4892086330759
860,818.429003021129
861,796.1937716262867
862,882.0788530465802
863,874.0740740740576
864,809.4202898550606
865,877.3462783171365
866,751.7241379310177
867,932.7999999999972
868,843.8943894389329
869,843.8596491227892
870,811.5646258503294
871,804.615384615374
872,890.1639344262155
873,857.317073170714
874,688.5196374622177
875,906.6999999999815
876,931.799999999995
877,845.5128205128052
878,803.3333333333218
879,861.1307420494535
880,809.6385542168554
881,899.9999999999816
882,860.1449275362207
883,839.4904458598526
884,863.6363636363466
885,868.7499999999849
886,864.4128113878867
887,887.2204472843322
888,876.6536964980412
889,831.740614334452
890,864.4128113878868
891,912.799999999991
892,909.9999999999854
893,743.5582822085775
894,863.4551495016507
895,834.7079037800507
896,783.4355828220749
897,927.9999999999956
898,918.2999999999936
899,773.1563421828822
900,794.4099378881823
901,794.7368421052515
902,829.2929292929126
903,792.1568627450789
904,820.948616600779
905,859.9999999999887
906,932.1999999999879
907,896.5753424657347
908,933.2999999999938
909,885.8657243816086
910,905.0999999999823
911,804.0697674418507
912,864.2857142856973
913,930.499999999992
914,879.7979797979621
915,889.1304347825976
916,882.8178694157888
917,869.1780821917621
918,892.8057553956653
919,21.621621621621166
920,-0.7633587786265837
921,816.408668730639
922,876.7441860465015
923,846.9696969696796
924,892.5650557620675
925,872.2222222222023
926,828.571428571418
927,907.1999999999886
928,828.0821917808041
929,930.3999999999941
930,572.2972972972822
931,783.1168831168656
932,923.7999999999881
933,827.8350515463741
934,931.7999999999877
935,896.2686567164005
936,888.5496183205981
937,664.9006622516438
938,819.4139194139066
939,931.7999999999947
940,849.8207885304514
941,867.2727272727101
942,878.5714285714113
943,856.0439560439439
944,804.290429042893
945,931.0999999999971
946,819.1919191919021
947,928.6999999999949
948,711.0749185667585
949,862.8482972136113
950,869.6969696969522
951,834.5454545454375
952,926.0999999999931
953,809.0909090908938
954,750.2994011975885
955,843.2624113475047
956,870.3264094955373
957,806.1488673139004
958,834.9315068492971
959,852.830188679226
960,856.2289562289393
961,879.8657718120623
962,906.5999999999867
963,855.0561797752678
964,738.3561643835502
965,931.4999999999877
966,879.1666666666471
967,732.7645051194357
968,923.699999999995
969,827.0516717325106
970,757.6388888888708
971,837.6947040498252
972,694.8717948717808
973,827.3927392739167
974,827.835051546374
975,838.356164383544
976,788.8888888888723
977,929.4999999999874
978,865.6357388315967
979,888.5496183205988
980,858.7628865979202
981,849.9999999999828
982,856.6787003610009
983,832.4758842443579
984,835.1535836177283
985,890.066225165553
986,812.9129129128962
987,786.7924528301701
988,867.1532846715145
989,880.4560260586119
990,886.1111111110911
991,807.8947368420894
992,826.3456090651471
993,854.5454545454382
994,866.66666666665
995,843.8943894389334
996,889.4736842105086
997,796.3210702340957
998,422.1518987341631
999,871.1191335739976
